Anel, Ego0, SxEgo0, Alter0, SxAlter0, Ego1, SxEgo1, Alter1, SxAlter1, Percurso, BarryPercurso, Parente, Casal0, Casal1, Geração0, Lateral0, Geração1, Lateral1, Cnx0, Cnx1
1280, 2466, m, 2463, f, 2404, m, 2399, f, 2466 2212 2351 2325 2356 2399 2404 2220 2463 , m2466 f2212 f2351 (f2325) f2356 f2399 m2404 (f2220) f2463 , MMMDDHMD, 2463 2466, 2399 2404, G1, 2, G0, 1, 6, 2
1281, 2404, m, 2399, f, 2489, m, 2490, f, 2404 2220 2437 2835 2861 2557 2490 2489 2176 2174 2173 2363 2399 , m2404 f2220 f2437 (m2835) f2861 f2557 f2490 m2489 m2176 (m2174) f2173 m2363 f2399 , MMFDDDHFFDSD, 2399 2404, 2489 2490, G0, 3, G-1, 2, 7, 5
1282, 2404, m, 2399, f, 2489, m, 2490, f, 2404 2220 2437 2836 2861 2557 2490 2489 2176 2174 2173 2363 2399 , m2404 f2220 f2437 (f2836) f2861 f2557 f2490 m2489 m2176 (m2174) f2173 m2363 f2399 , MMMDDDHFFDSD, 2399 2404, 2489 2490, G0, 3, G-1, 2, 7, 5
1283, 2404, m, 2399, f, 2489, m, 2490, f, 2404 2220 2437 2835 2861 2557 2490 2489 2176 2962 2173 2363 2399 , m2404 f2220 f2437 (m2835) f2861 f2557 f2490 m2489 m2176 (f2962) f2173 m2363 f2399 , MMFDDDHFMDSD, 2399 2404, 2489 2490, G0, 3, G-1, 2, 7, 5
1284, 2404, m, 2399, f, 2489, m, 2490, f, 2404 2220 2437 2836 2861 2557 2490 2489 2176 2962 2173 2363 2399 , m2404 f2220 f2437 (f2836) f2861 f2557 f2490 m2489 m2176 (f2962) f2173 m2363 f2399 , MMMDDDHFMDSD, 2399 2404, 2489 2490, G0, 3, G-1, 2, 7, 5
1285, 2404, m, 2399, f, 2498, m, 2499, f, 2404 2219 2604 2499 2498 6220 6987 2962 2173 2363 2399 , m2404 m2219 (m2604) f2499 m2498 m6220 (m6987) f2962 f2173 m2363 f2399 , FFDHFFDDSD, 2399 2404, 2498 2499, G1, 1, G-2, 2, 4, 6
1286, 2404, m, 2399, f, 2498, m, 2499, f, 2404 2219 2605 2499 2498 6220 6987 2962 2173 2363 2399 , m2404 m2219 (f2605) f2499 m2498 m6220 (m6987) f2962 f2173 m2363 f2399 , FMDHFFDDSD, 2399 2404, 2498 2499, G1, 1, G-2, 2, 4, 6
1287, 2404, m, 2399, f, 2498, m, 2499, f, 2404 2219 2604 2499 2498 6220 6988 2962 2173 2363 2399 , m2404 m2219 (m2604) f2499 m2498 m6220 (f6988) f2962 f2173 m2363 f2399 , FFDHFMDDSD, 2399 2404, 2498 2499, G1, 1, G-2, 2, 4, 6
1288, 2404, m, 2399, f, 2498, m, 2499, f, 2404 2219 2605 2499 2498 6220 6988 2962 2173 2363 2399 , m2404 m2219 (f2605) f2499 m2498 m6220 (f6988) f2962 f2173 m2363 f2399 , FMDHFMDDSD, 2399 2404, 2498 2499, G1, 1, G-2, 2, 4, 6
1289, 2503, m, 2508, f, 2404, m, 2399, f, 2503 2497 2499 2604 2219 2404 2399 2356 2508 , m2503 f2497 f2499 (m2604) m2219 m2404 f2399 (f2356) f2508 , MMFSSWMD, 2503 2508, 2399 2404, G1, 2, G0, 1, 6, 2
1290, 2503, m, 2508, f, 2404, m, 2399, f, 2503 2497 2499 2605 2219 2404 2399 2356 2508 , m2503 f2497 f2499 (f2605) m2219 m2404 f2399 (f2356) f2508 , MMMSSWMD, 2503 2508, 2399 2404, G1, 2, G0, 1, 6, 2
1291, 2503, m, 2508, f, 2404, m, 2399, f, 2503 2497 2499 2604 2219 2404 2399 2363 2508 , m2503 f2497 f2499 (m2604) m2219 m2404 f2399 (m2363) f2508 , MMFSSWFD, 2503 2508, 2399 2404, G1, 2, G0, 1, 6, 2
1292, 2503, m, 2508, f, 2404, m, 2399, f, 2503 2497 2499 2605 2219 2404 2399 2363 2508 , m2503 f2497 f2499 (f2605) m2219 m2404 f2399 (m2363) f2508 , MMMSSWFD, 2503 2508, 2399 2404, G1, 2, G0, 1, 6, 2
1293, 2589, m, 2541, f, 2404, m, 2399, f, 2589 2115 2351 2324 2356 2399 2404 2219 2605 2607 2526 2527 2532 2541 , m2589 m2115 f2351 (m2324) f2356 f2399 m2404 m2219 f2605 (m2607) f2526 m2527 m2532 f2541 , FMFDDHFMFDSSD, 2541 2589, 2399 2404, G1, 2, G-1, 3, 6, 7
1294, 2589, m, 2541, f, 2404, m, 2399, f, 2589 2115 2351 2324 2356 2399 2404 2219 2605 6117 2526 2527 2532 2541 , m2589 m2115 f2351 (m2324) f2356 f2399 m2404 m2219 f2605 (f6117) f2526 m2527 m2532 f2541 , FMFDDHFMMDSSD, 2541 2589, 2399 2404, G1, 2, G-1, 3, 6, 7
1295, 2589, m, 2541, f, 2404, m, 2399, f, 2589 2351 2324 2356 2399 2404 2219 2605 2607 2526 2527 2532 2541 , m2589 f2351 (m2324) f2356 f2399 m2404 m2219 f2605 (m2607) f2526 m2527 m2532 f2541 , MFDDHFMFDSSD, 2541 2589, 2399 2404, G0, 2, G-1, 3, 5, 7
1296, 2589, m, 2541, f, 2404, m, 2399, f, 2589 2351 2324 2356 2399 2404 2219 2605 6117 2526 2527 2532 2541 , m2589 f2351 (m2324) f2356 f2399 m2404 m2219 f2605 (f6117) f2526 m2527 m2532 f2541 , MFDDHFMMDSSD, 2541 2589, 2399 2404, G0, 2, G-1, 3, 5, 7
1297, 2589, m, 2541, f, 2404, m, 2399, f, 2589 2115 2351 2325 2356 2399 2404 2219 2605 2607 2526 2527 2532 2541 , m2589 m2115 f2351 (f2325) f2356 f2399 m2404 m2219 f2605 (m2607) f2526 m2527 m2532 f2541 , FMMDDHFMFDSSD, 2541 2589, 2399 2404, G1, 2, G-1, 3, 6, 7
1298, 2589, m, 2541, f, 2404, m, 2399, f, 2589 2115 2351 2325 2356 2399 2404 2219 2605 6117 2526 2527 2532 2541 , m2589 m2115 f2351 (f2325) f2356 f2399 m2404 m2219 f2605 (f6117) f2526 m2527 m2532 f2541 , FMMDDHFMMDSSD, 2541 2589, 2399 2404, G1, 2, G-1, 3, 6, 7
1299, 2589, m, 2541, f, 2404, m, 2399, f, 2589 2351 2325 2356 2399 2404 2219 2605 2607 2526 2527 2532 2541 , m2589 f2351 (f2325) f2356 f2399 m2404 m2219 f2605 (m2607) f2526 m2527 m2532 f2541 , MMDDHFMFDSSD, 2541 2589, 2399 2404, G0, 2, G-1, 3, 5, 7
1300, 2589, m, 2541, f, 2404, m, 2399, f, 2589 2351 2325 2356 2399 2404 2219 2605 6117 2526 2527 2532 2541 , m2589 f2351 (f2325) f2356 f2399 m2404 m2219 f2605 (f6117) f2526 m2527 m2532 f2541 , MMDDHFMMDSSD, 2541 2589, 2399 2404, G0, 2, G-1, 3, 5, 7
1301, 2404, m, 2399, f, 2709, m, 2754, f, 2404 2220 2436 2711 2709 2754 2265 6985 2174 2173 2363 2399 , m2404 f2220 m2436 (m2711) m2709 f2754 f2265 (m6985) m2174 f2173 m2363 f2399 , MFFSWMFSDSD, 2399 2404, 2709 2754, G2, 1, G-2, 2, 5, 6
1302, 2404, m, 2399, f, 2709, m, 2754, f, 2404 2220 2436 2712 2709 2754 2265 6985 2174 2173 2363 2399 , m2404 f2220 m2436 (f2712) m2709 f2754 f2265 (m6985) m2174 f2173 m2363 f2399 , MFMSWMFSDSD, 2399 2404, 2709 2754, G2, 1, G-2, 2, 5, 6
1303, 2404, m, 2399, f, 2709, m, 2754, f, 2404 2220 2436 2711 2709 2754 2265 6986 2174 2173 2363 2399 , m2404 f2220 m2436 (m2711) m2709 f2754 f2265 (f6986) m2174 f2173 m2363 f2399 , MFFSWMMSDSD, 2399 2404, 2709 2754, G2, 1, G-2, 2, 5, 6
1304, 2404, m, 2399, f, 2709, m, 2754, f, 2404 2220 2436 2712 2709 2754 2265 6986 2174 2173 2363 2399 , m2404 f2220 m2436 (f2712) m2709 f2754 f2265 (f6986) m2174 f2173 m2363 f2399 , MFMSWMMSDSD, 2399 2404, 2709 2754, G2, 1, G-2, 2, 5, 6
1305, 2762, m, 2757, f, 2404, m, 2399, f, 2762 2441 2433 2436 2220 2404 2399 2363 2173 2174 6985 2265 2608 2267 2757 , m2762 f2441 f2433 (m2436) f2220 m2404 f2399 m2363 f2173 m2174 (m6985) f2265 f2608 m2267 f2757 , MMFDSWFMFFDDSD, 2757 2762, 2399 2404, G1, 2, G0, 4, 6, 8
1306, 2762, m, 2757, f, 2404, m, 2399, f, 2762 2441 2433 2437 2220 2404 2399 2363 2173 2174 6985 2265 2608 2267 2757 , m2762 f2441 f2433 (f2437) f2220 m2404 f2399 m2363 f2173 m2174 (m6985) f2265 f2608 m2267 f2757 , MMMDSWFMFFDDSD, 2757 2762, 2399 2404, G1, 2, G0, 4, 6, 8
1307, 2762, m, 2757, f, 2404, m, 2399, f, 2762 2441 2433 2436 2220 2404 2399 2363 2173 2174 6986 2265 2608 2267 2757 , m2762 f2441 f2433 (m2436) f2220 m2404 f2399 m2363 f2173 m2174 (f6986) f2265 f2608 m2267 f2757 , MMFDSWFMFMDDSD, 2757 2762, 2399 2404, G1, 2, G0, 4, 6, 8
1308, 2762, m, 2757, f, 2404, m, 2399, f, 2762 2441 2433 2437 2220 2404 2399 2363 2173 2174 6986 2265 2608 2267 2757 , m2762 f2441 f2433 (f2437) f2220 m2404 f2399 m2363 f2173 m2174 (f6986) f2265 f2608 m2267 f2757 , MMMDSWFMFMDDSD, 2757 2762, 2399 2404, G1, 2, G0, 4, 6, 8
1309, 2758, m, 3069, f, 2404, m, 2399, f, 2758 2267 2608 2265 6985 2174 2173 2363 2399 2404 2220 2436 2433 2441 3069 , m2758 m2267 f2608 f2265 (m6985) m2174 f2173 m2363 f2399 m2404 f2220 (m2436) f2433 f2441 f3069 , FMMFSDSDHMFDDD, 2758 3069, 2399 2404, G0, 4, G-1, 2, 9, 5
1310, 2758, m, 3069, f, 2404, m, 2399, f, 2758 2267 2608 2265 6985 2174 2173 2363 2399 2404 2220 2437 2433 2441 3069 , m2758 m2267 f2608 f2265 (m6985) m2174 f2173 m2363 f2399 m2404 f2220 (f2437) f2433 f2441 f3069 , FMMFSDSDHMMDDD, 2758 3069, 2399 2404, G0, 4, G-1, 2, 9, 5
1311, 2758, m, 3069, f, 2404, m, 2399, f, 2758 2267 2608 2265 6986 2174 2173 2363 2399 2404 2220 2436 2433 2441 3069 , m2758 m2267 f2608 f2265 (f6986) m2174 f2173 m2363 f2399 m2404 f2220 (m2436) f2433 f2441 f3069 , FMMMSDSDHMFDDD, 2758 3069, 2399 2404, G0, 4, G-1, 2, 9, 5
1312, 2758, m, 3069, f, 2404, m, 2399, f, 2758 2267 2608 2265 6986 2174 2173 2363 2399 2404 2220 2437 2433 2441 3069 , m2758 m2267 f2608 f2265 (f6986) m2174 f2173 m2363 f2399 m2404 f2220 (f2437) f2433 f2441 f3069 , FMMMSDSDHMMDDD, 2758 3069, 2399 2404, G0, 4, G-1, 2, 9, 5
1313, 2466, m, 2463, f, 2413, m, 2409, f, 2466 2212 2351 2324 2233 2409 2413 2677 2527 2526 2607 2605 2219 2463 , m2466 f2212 f2351 (m2324) m2233 f2409 m2413 f2677 m2527 f2526 (m2607) f2605 m2219 f2463 , MMFSDHMFMFDSD, 2463 2466, 2409 2413, G1, 2, G1, 3, 6, 7
1314, 2466, m, 2463, f, 2413, m, 2409, f, 2466 2212 2351 2324 2233 2409 2413 2677 2527 2526 6117 2605 2219 2463 , m2466 f2212 f2351 (m2324) m2233 f2409 m2413 f2677 m2527 f2526 (f6117) f2605 m2219 f2463 , MMFSDHMFMMDSD, 2463 2466, 2409 2413, G1, 2, G1, 3, 6, 7
1315, 2466, m, 2463, f, 2413, m, 2409, f, 2466 2212 2351 2325 2233 2409 2413 2677 2527 2526 2607 2605 2219 2463 , m2466 f2212 f2351 (f2325) m2233 f2409 m2413 f2677 m2527 f2526 (m2607) f2605 m2219 f2463 , MMMSDHMFMFDSD, 2463 2466, 2409 2413, G1, 2, G1, 3, 6, 7
1316, 2466, m, 2463, f, 2413, m, 2409, f, 2466 2212 2351 2325 2233 2409 2413 2677 2527 2526 6117 2605 2219 2463 , m2466 f2212 f2351 (f2325) m2233 f2409 m2413 f2677 m2527 f2526 (f6117) f2605 m2219 f2463 , MMMSDHMFMMDSD, 2463 2466, 2409 2413, G1, 2, G1, 3, 6, 7
1317, 2496, m, 2494, f, 2413, m, 2409, f, 2496 2189 3040 2739 2264 2726 2172 2676 2413 2409 2233 2324 2351 2212 2494 , m2496 f2189 m3040 f2739 m2264 (f2726) m2172 m2676 m2413 f2409 m2233 (m2324) f2351 f2212 f2494 , MFMFMSSSWFFDDD, 2494 2496, 2409 2413, G2, 3, G-1, 2, 9, 5
1318, 2496, m, 2494, f, 2413, m, 2409, f, 2496 2189 3040 2739 2264 2726 2172 2676 2413 2409 2233 2325 2351 2212 2494 , m2496 f2189 m3040 f2739 m2264 (f2726) m2172 m2676 m2413 f2409 m2233 (f2325) f2351 f2212 f2494 , MFMFMSSSWFMDDD, 2494 2496, 2409 2413, G2, 3, G-1, 2, 9, 5
1319, 2589, m, 2541, f, 2413, m, 2409, f, 2589 2115 2351 2324 2233 2409 2413 2676 2172 2535 2541 , m2589 m2115 f2351 (m2324) m2233 f2409 m2413 m2676 (m2172) f2535 f2541 , FMFSDHFFDD, 2541 2589, 2409 2413, G1, 2, G0, 2, 6, 4
1320, 2589, m, 2541, f, 2413, m, 2409, f, 2589 2115 2351 2324 2233 2409 2413 2677 2527 2532 2541 , m2589 m2115 f2351 (m2324) m2233 f2409 m2413 f2677 (m2527) m2532 f2541 , FMFSDHMFSD, 2541 2589, 2409 2413, G1, 2, G0, 2, 6, 4
1321, 2589, m, 2541, f, 2413, m, 2409, f, 2589 2115 2351 2324 2233 2409 2413 2677 2530 2532 2541 , m2589 m2115 f2351 (m2324) m2233 f2409 m2413 f2677 (f2530) m2532 f2541 , FMFSDHMMSD, 2541 2589, 2409 2413, G1, 2, G0, 2, 6, 4
1322, 2589, m, 2541, f, 2413, m, 2409, f, 2589 2115 2351 2324 2233 2409 2413 2676 2734 2535 2541 , m2589 m2115 f2351 (m2324) m2233 f2409 m2413 m2676 (f2734) f2535 f2541 , FMFSDHFMDD, 2541 2589, 2409 2413, G1, 2, G0, 2, 6, 4
1323, 2589, m, 2541, f, 2413, m, 2409, f, 2589 2351 2324 2233 2409 2413 2676 2172 2535 2541 , m2589 f2351 (m2324) m2233 f2409 m2413 m2676 (m2172) f2535 f2541 , MFSDHFFDD, 2541 2589, 2409 2413, G0, 2, G0, 2, 5, 4
1324, 2589, m, 2541, f, 2413, m, 2409, f, 2589 2351 2324 2233 2409 2413 2677 2527 2532 2541 , m2589 f2351 (m2324) m2233 f2409 m2413 f2677 (m2527) m2532 f2541 , MFSDHMFSD, 2541 2589, 2409 2413, G0, 2, G0, 2, 5, 4
1325, 2589, m, 2541, f, 2413, m, 2409, f, 2589 2351 2324 2233 2409 2413 2677 2530 2532 2541 , m2589 f2351 (m2324) m2233 f2409 m2413 f2677 (f2530) m2532 f2541 , MFSDHMMSD, 2541 2589, 2409 2413, G0, 2, G0, 2, 5, 4
1326, 2589, m, 2541, f, 2413, m, 2409, f, 2589 2351 2324 2233 2409 2413 2676 2734 2535 2541 , m2589 f2351 (m2324) m2233 f2409 m2413 m2676 (f2734) f2535 f2541 , MFSDHFMDD, 2541 2589, 2409 2413, G0, 2, G0, 2, 5, 4
1327, 2589, m, 2541, f, 2413, m, 2409, f, 2589 2115 2351 2325 2233 2409 2413 2676 2172 2535 2541 , m2589 m2115 f2351 (f2325) m2233 f2409 m2413 m2676 (m2172) f2535 f2541 , FMMSDHFFDD, 2541 2589, 2409 2413, G1, 2, G0, 2, 6, 4
1328, 2589, m, 2541, f, 2413, m, 2409, f, 2589 2115 2351 2325 2233 2409 2413 2677 2527 2532 2541 , m2589 m2115 f2351 (f2325) m2233 f2409 m2413 f2677 (m2527) m2532 f2541 , FMMSDHMFSD, 2541 2589, 2409 2413, G1, 2, G0, 2, 6, 4
1329, 2589, m, 2541, f, 2413, m, 2409, f, 2589 2115 2351 2325 2233 2409 2413 2677 2530 2532 2541 , m2589 m2115 f2351 (f2325) m2233 f2409 m2413 f2677 (f2530) m2532 f2541 , FMMSDHMMSD, 2541 2589, 2409 2413, G1, 2, G0, 2, 6, 4
1330, 2589, m, 2541, f, 2413, m, 2409, f, 2589 2115 2351 2325 2233 2409 2413 2676 2734 2535 2541 , m2589 m2115 f2351 (f2325) m2233 f2409 m2413 m2676 (f2734) f2535 f2541 , FMMSDHFMDD, 2541 2589, 2409 2413, G1, 2, G0, 2, 6, 4
1331, 2589, m, 2541, f, 2413, m, 2409, f, 2589 2351 2325 2233 2409 2413 2676 2172 2535 2541 , m2589 f2351 (f2325) m2233 f2409 m2413 m2676 (m2172) f2535 f2541 , MMSDHFFDD, 2541 2589, 2409 2413, G0, 2, G0, 2, 5, 4
1332, 2589, m, 2541, f, 2413, m, 2409, f, 2589 2351 2325 2233 2409 2413 2677 2527 2532 2541 , m2589 f2351 (f2325) m2233 f2409 m2413 f2677 (m2527) m2532 f2541 , MMSDHMFSD, 2541 2589, 2409 2413, G0, 2, G0, 2, 5, 4
1333, 2589, m, 2541, f, 2413, m, 2409, f, 2589 2351 2325 2233 2409 2413 2677 2530 2532 2541 , m2589 f2351 (f2325) m2233 f2409 m2413 f2677 (f2530) m2532 f2541 , MMSDHMMSD, 2541 2589, 2409 2413, G0, 2, G0, 2, 5, 4
1334, 2589, m, 2541, f, 2413, m, 2409, f, 2589 2351 2325 2233 2409 2413 2676 2734 2535 2541 , m2589 f2351 (f2325) m2233 f2409 m2413 m2676 (f2734) f2535 f2541 , MMSDHFMDD, 2541 2589, 2409 2413, G0, 2, G0, 2, 5, 4
1335, 2587, m, 2586, f, 2413, m, 2409, f, 2587 3040 2739 2264 2726 2172 2676 2413 2409 2233 2324 2351 2115 2586 , m2587 m3040 f2739 m2264 (f2726) m2172 m2676 m2413 f2409 m2233 (m2324) f2351 m2115 f2586 , FMFMSSSWFFDSD, 2586 2587, 2409 2413, G1, 3, G-1, 2, 8, 5
1336, 2587, m, 2586, f, 2413, m, 2409, f, 2587 3040 2739 2264 2726 2172 2676 2413 2409 2233 2325 2351 2115 2586 , m2587 m3040 f2739 m2264 (f2726) m2172 m2676 m2413 f2409 m2233 (f2325) f2351 m2115 f2586 , FMFMSSSWFMDSD, 2586 2587, 2409 2413, G1, 3, G-1, 2, 8, 5
1337, 2495, m, 2493, f, 2411, m, 2414, f, 2495 2601 2620 2634 2414 2411 2233 2324 2351 2212 2493 , m2495 f2601 (m2620) m2634 f2414 m2411 m2233 (m2324) f2351 f2212 f2493 , MFSDHFFDDD, 2493 2495, 2411 2414, G0, 2, G-1, 2, 5, 5
1338, 2495, m, 2493, f, 2411, m, 2414, f, 2495 2601 2620 2634 2414 2411 2233 2325 2351 2212 2493 , m2495 f2601 (m2620) m2634 f2414 m2411 m2233 (f2325) f2351 f2212 f2493 , MFSDHFMDDD, 2493 2495, 2411 2414, G0, 2, G-1, 2, 5, 5
1339, 2599, m, 2595, f, 2411, m, 2414, f, 2599 2602 2601 2620 2634 2414 2411 2233 2324 2351 2212 2595 , m2599 m2602 f2601 (m2620) m2634 f2414 m2411 m2233 (m2324) f2351 f2212 f2595 , FMFSDHFFDDD, 2595 2599, 2411 2414, G1, 2, G-1, 2, 6, 5
1340, 2599, m, 2595, f, 2411, m, 2414, f, 2599 2602 2601 2620 2634 2414 2411 2233 2325 2351 2212 2595 , m2599 m2602 f2601 (m2620) m2634 f2414 m2411 m2233 (f2325) f2351 f2212 f2595 , FMFSDHFMDDD, 2595 2599, 2411 2414, G1, 2, G-1, 2, 6, 5
1341, 2424, m, 2568, f, 2416, m, 2417, f, 2424 2416 2417 2551 6663 6511 2993 2570 2568 , m2424 (m2416) f2417 f2551 (m6663) f6511 m2993 f2570 f2568 , FWMFDSDD, 2424 2568, 2416 2417, G1, 0, G-2, 2, 2, 6
1342, 2424, m, 2568, f, 2416, m, 2417, f, 2424 2416 2417 2551 6664 6511 2993 2570 2568 , m2424 (m2416) f2417 f2551 (f6664) f6511 m2993 f2570 f2568 , FWMMDSDD, 2424 2568, 2416 2417, G1, 0, G-2, 2, 2, 6
1343, 2424, m, 2568, f, 2550, m, 2551, f, 2424 2417 2550 2551 6663 6511 2993 2570 2568 , m2424 f2417 (m2550) f2551 (m6663) f6511 m2993 f2570 f2568 , MFWFDSDD, 2424 2568, 2550 2551, G2, 0, G-3, 1, 3, 5
1344, 2424, m, 2568, f, 2550, m, 2551, f, 2424 2417 2550 2551 6664 6511 2993 2570 2568 , m2424 f2417 (m2550) f2551 (f6664) f6511 m2993 f2570 f2568 , MFWMDSDD, 2424 2568, 2550 2551, G2, 0, G-3, 1, 3, 5
1345, 2424, m, 2568, f, 2552, m, 2557, f, 2424 2417 2550 2552 2557 2008 2006 2823 2994 2570 2568 , m2424 f2417 (m2550) m2552 f2557 m2008 (m2006) m2823 f2994 f2570 f2568 , MFSWFFSDDD, 2424 2568, 2552 2557, G1, 1, G-2, 2, 4, 6
1346, 2424, m, 2568, f, 2552, m, 2557, f, 2424 2417 2550 2552 2557 2008 6657 2823 2994 2570 2568 , m2424 f2417 (m2550) m2552 f2557 m2008 (f6657) m2823 f2994 f2570 f2568 , MFSWFMSDDD, 2424 2568, 2552 2557, G1, 1, G-2, 2, 4, 6
1347, 2424, m, 2568, f, 2552, m, 2557, f, 2424 2417 2551 2552 2557 2008 2006 2823 2994 2570 2568 , m2424 f2417 (f2551) m2552 f2557 m2008 (m2006) m2823 f2994 f2570 f2568 , MMSWFFSDDD, 2424 2568, 2552 2557, G1, 1, G-2, 2, 4, 6
1348, 2424, m, 2568, f, 2552, m, 2557, f, 2424 2417 2551 2552 2557 2008 6657 2823 2994 2570 2568 , m2424 f2417 (f2551) m2552 f2557 m2008 (f6657) m2823 f2994 f2570 f2568 , MMSWFMSDDD, 2424 2568, 2552 2557, G1, 1, G-2, 2, 4, 6
1349, 2424, m, 2568, f, 2553, m, 2674, f, 2424 2417 2550 2553 2674 2981 2984 2569 2568 , m2424 f2417 (m2550) m2553 f2674 (m2981) m2984 m2569 f2568 , MFSWFSSD, 2424 2568, 2553 2674, G1, 1, G-2, 1, 4, 4
1350, 2424, m, 2568, f, 2553, m, 2674, f, 2424 2417 2550 2553 2674 2982 2984 2569 2568 , m2424 f2417 (m2550) m2553 f2674 (f2982) m2984 m2569 f2568 , MFSWMSSD, 2424 2568, 2553 2674, G1, 1, G-2, 1, 4, 4
1351, 2424, m, 2568, f, 2553, m, 2674, f, 2424 2417 2551 2553 2674 2981 2984 2569 2568 , m2424 f2417 (f2551) m2553 f2674 (m2981) m2984 m2569 f2568 , MMSWFSSD, 2424 2568, 2553 2674, G1, 1, G-2, 1, 4, 4
1352, 2424, m, 2568, f, 2553, m, 2674, f, 2424 2417 2551 2553 2674 2982 2984 2569 2568 , m2424 f2417 (f2551) m2553 f2674 (f2982) m2984 m2569 f2568 , MMSWMSSD, 2424 2568, 2553 2674, G1, 1, G-2, 1, 4, 4
1353, 2569, m, 2570, f, 2424, m, 2568, f, 2569 2568 2424 2417 2551 6663 6511 2993 2570 , (m2569) f2568 m2424 f2417 f2551 (m6663) f6511 m2993 f2570 , DHMMFDSD, 2569 2570, 2424 2568, G-1, 0, G0, 3, 2, 6
1354, 2569, m, 2570, f, 2424, m, 2568, f, 2569 2568 2424 2417 2551 6664 6511 2993 2570 , (m2569) f2568 m2424 f2417 f2551 (f6664) f6511 m2993 f2570 , DHMMMDSD, 2569 2570, 2424 2568, G-1, 0, G0, 3, 2, 6
1355, 2424, m, 2568, f, 2993, m, 2994, f, 2424 2417 2551 6663 6511 2993 2994 2570 2568 , m2424 f2417 f2551 (m6663) f6511 m2993 (f2994) f2570 f2568 , MMFDSWDD, 2424 2568, 2993 2994, G1, 2, G-2, 0, 6, 2
1356, 2424, m, 2568, f, 2993, m, 2994, f, 2424 2417 2551 6664 6511 2993 2994 2570 2568 , m2424 f2417 f2551 (f6664) f6511 m2993 (f2994) f2570 f2568 , MMMDSWDD, 2424 2568, 2993 2994, G1, 2, G-2, 0, 6, 2
1357, 2424, m, 2568, f, 6510, m, 6511, f, 2424 2417 2551 6663 6511 6510 2993 2570 2568 , m2424 f2417 f2551 (m6663) f6511 (m6510) m2993 f2570 f2568 , MMFDHSDD, 2424 2568, 6510 6511, G2, 1, G-3, 0, 5, 3
1358, 2424, m, 2568, f, 6510, m, 6511, f, 2424 2417 2551 6664 6511 6510 2993 2570 2568 , m2424 f2417 f2551 (f6664) f6511 (m6510) m2993 f2570 f2568 , MMMDHSDD, 2424 2568, 6510 6511, G2, 1, G-3, 0, 5, 3
1359, 2424, m, 2568, f, 6663, m, 6664, f, 2424 2417 2551 6663 6664 6511 2993 2570 2568 , m2424 f2417 f2551 (m6663) (f6664) f6511 m2993 f2570 f2568 , MMFWDSDD, 2424 2568, 6663 6664, G3, 0, G-4, 0, 4, 4
1360, 2424, m, 2568, f, 6663, m, 6664, f, 2424 2417 2551 6664 6663 6511 2993 2570 2568 , m2424 f2417 f2551 (f6664) (m6663) f6511 m2993 f2570 f2568 , MMMHDSDD, 2424 2568, 6663 6664, G3, 0, G-4, 0, 4, 4
1361, 2430, m, 2453, f, 2442, m, 2449, f, 2430 2255 2432 2442 2449 2803 2527 2525 2529 2454 2453 , m2430 m2255 (m2432) m2442 f2449 f2803 m2527 (m2525) m2529 m2454 f2453 , FFSWMFFSSD, 2430 2453, 2442 2449, G1, 1, G0, 3, 4, 6
1362, 2430, m, 2453, f, 2442, m, 2449, f, 2430 2255 2432 2442 2449 2803 2527 2526 2529 2454 2453 , m2430 m2255 (m2432) m2442 f2449 f2803 m2527 (f2526) m2529 m2454 f2453 , FFSWMFMSSD, 2430 2453, 2442 2449, G1, 1, G0, 3, 4, 6
1363, 2430, m, 2453, f, 2442, m, 2449, f, 2430 2255 2433 2442 2449 2803 2527 2525 2529 2454 2453 , m2430 m2255 (f2433) m2442 f2449 f2803 m2527 (m2525) m2529 m2454 f2453 , FMSWMFFSSD, 2430 2453, 2442 2449, G1, 1, G0, 3, 4, 6
1364, 2430, m, 2453, f, 2442, m, 2449, f, 2430 2255 2433 2442 2449 2803 2527 2526 2529 2454 2453 , m2430 m2255 (f2433) m2442 f2449 f2803 m2527 (f2526) m2529 m2454 f2453 , FMSWMFMSSD, 2430 2453, 2442 2449, G1, 1, G0, 3, 4, 6
1365, 2430, m, 2453, f, 2752, m, 2446, f, 2430 2255 2432 2446 2752 2482 2605 2607 2526 2529 2454 2453 , m2430 m2255 (m2432) f2446 m2752 f2482 f2605 (m2607) f2526 m2529 m2454 f2453 , FFDHMMFDSSD, 2430 2453, 2446 2752, G1, 1, G-1, 3, 4, 7
1366, 2430, m, 2453, f, 2752, m, 2446, f, 2430 2255 2432 2446 2752 2482 2605 6117 2526 2529 2454 2453 , m2430 m2255 (m2432) f2446 m2752 f2482 f2605 (f6117) f2526 m2529 m2454 f2453 , FFDHMMMDSSD, 2430 2453, 2446 2752, G1, 1, G-1, 3, 4, 7
1367, 2430, m, 2453, f, 2752, m, 2446, f, 2430 2255 2433 2446 2752 2482 2605 2607 2526 2529 2454 2453 , m2430 m2255 (f2433) f2446 m2752 f2482 f2605 (m2607) f2526 m2529 m2454 f2453 , FMDHMMFDSSD, 2430 2453, 2446 2752, G1, 1, G-1, 3, 4, 7
